,index,target_name,target_accession,query_name,query_accession,eval_full_seq,score_full_seq,bias_full_seq,e_val_best_dom,score_best_dom,bias_best_dom,exp,reg,clu,ov,env,dom,rep,inc,target_description,sample_names,contig_id,gene_id
19321,2750,China.pigfarm.SRR5976183_ctg_715744_00005,-,tet_MFS_efflux,RF0134,1.4e-08,36.3,28.1,6.7e-08,34.1,6.3,2.3,2,0,0,2,2,2,2,D-xylose-proton symporter     ,China.pigfarm.SRR5976183,ctg_715744,5
7402,639,China.pigfarm.SRR5976182_ctg_53590_00022,-,ClassB,RF0054,1.3e-08,36.3,0.0,1.9e-08,35.8,0.0,1.3,1,0,0,1,1,1,1,Putative metallo-hydrolase YycJ    ,China.pigfarm.SRR5976182,ctg_53590,22
5968,2417,China.pigfarm.SRR5976184_ctg_3278_00005,-,tet_MFS_efflux,RF0134,1.3e-08,36.3,28.1,6e-08,34.1,6.3,2.3,2,0,0,2,2,2,2,D-xylose-proton symporter     ,China.pigfarm.SRR5976184,ctg_3278,5
5967,2416,China.pigfarm.SRR5976184_ctg_585435_00016,-,tet_MFS_efflux,RF0134,1.3e-08,36.3,25.8,1.3e-07,32.9,25.2,2.4,1,1,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976184,ctg_585435,16
17456,885,China.pigfarm.SRR5976183_ctg_619488_00007,-,ClassD,RF0056,1.6e-08,36.3,0.0,7.4e-08,34.1,0.0,1.9,2,0,0,2,2,2,1,Stage V sporulation protein D  ,China.pigfarm.SRR5976183,ctg_619488,7
13897,704,China.pigfarm.SRR5976185_ctg_657998_00003,-,ClassB,RF0054,1.8e-08,36.3,0.0,2.5e-08,35.8,0.0,1.3,1,0,0,1,1,1,1,Putative metallo-hydrolase YycJ     ,China.pigfarm.SRR5976185,ctg_657998,3
12435,2713,China.pigfarm.SRR5976187_ctg_269541_00004,-,tet_MFS_efflux,RF0134,1.3e-08,36.3,28.1,6.2e-08,34.1,6.3,2.3,2,0,0,2,2,2,2,D-xylose-proton symporter     ,China.pigfarm.SRR5976187,ctg_269541,4
17327,756,China.pigfarm.SRR5976183_ctg_182804_00011,-,ClassB,RF0054,1.7e-08,36.3,0.0,2.4e-08,35.8,0.0,1.3,1,0,0,1,1,1,1,Putative metallo-hydrolase YycJ    ,China.pigfarm.SRR5976183,ctg_182804,11
21064,947,China.pigfarm.SRR5976181_ctg_335137_00003,-,ClassD,RF0056,1.6e-08,36.3,0.0,7.5e-08,34.1,0.0,1.9,2,0,0,2,2,2,1,Stage V sporulation protein D  ,China.pigfarm.SRR5976181,ctg_335137,3
20752,635,China.pigfarm.SRR5976181_ctg_495456_00003,-,Chlor_Acetyltrans_CAT,RF0050,2.5e-08,36.2,0.3,4.9e-08,35.2,0.2,1.5,1,1,0,1,1,1,1,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase     ",China.pigfarm.SRR5976181,ctg_495456,3
571,571,China.pigfarm.SRR5976186_ctg_116068_00003,-,Chlor_Acetyltrans_CAT,RF0050,2.6e-08,36.2,0.3,4.5e-08,35.4,0.3,1.5,1,0,0,1,1,1,1,Putative acetyltransferase     ,China.pigfarm.SRR5976186,ctg_116068,3
450,450,China.pigfarm.SRR5976186_ctg_252463_00008,-,blaI,RF0042,2.6e-08,36.2,0.2,3e-08,36.0,0.2,1.0,1,0,0,1,1,1,1,Penicillinase repressor     ,China.pigfarm.SRR5976186,ctg_252463,8
9850,128,China.pigfarm.SRR5976187_ctg_177303_00007,-,adeA-adeI,RF0019,1.5e-08,36.2,9.5,5.1e-08,34.4,9.5,1.6,1,1,0,1,1,1,1,Macrolide export protein MacA   ,China.pigfarm.SRR5976187,ctg_177303,7
3927,376,China.pigfarm.SRR5976184_ctg_570960_00007,-,blaI,RF0042,2.3e-08,36.2,0.2,2.7e-08,36.0,0.2,1.0,1,0,0,1,1,1,1,Penicillinase repressor     ,China.pigfarm.SRR5976184,ctg_570960,7
11323,1601,China.pigfarm.SRR5976187_ctg_96157_00010,-,MexE,RF0098,1.4e-08,36.2,6.3,0.00065,20.8,0.2,2.1,1,1,1,2,2,2,2,Multidrug export protein EmrA   ,China.pigfarm.SRR5976187,ctg_96157,10
12436,2714,China.pigfarm.SRR5976187_ctg_450499_00002,-,tet_MFS_efflux,RF0134,1.4e-08,36.2,33.2,1.5e-07,32.8,33.2,2.1,1,1,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976187,ctg_450499,2
13609,416,China.pigfarm.SRR5976185_ctg_205557_00003,-,blaI,RF0042,2.6e-08,36.2,0.0,3.1e-08,36.0,0.0,1.0,1,0,0,1,1,1,1,Penicillinase repressor      ,China.pigfarm.SRR5976185,ctg_205557,3
20665,548,China.pigfarm.SRR5976181_ctg_61906_00003,-,blaI,RF0042,2.6e-08,36.2,0.2,3e-08,36.0,0.2,1.0,1,0,0,1,1,1,1,Penicillinase repressor     ,China.pigfarm.SRR5976181,ctg_61906,3
20258,141,China.pigfarm.SRR5976181_ctg_557862_00014,-,adeA-adeI,RF0019,1.6e-08,36.2,9.5,5.6e-08,34.4,9.5,1.6,1,1,0,1,1,1,1,Macrolide export protein MacA   ,China.pigfarm.SRR5976181,ctg_557862,14
16955,384,China.pigfarm.SRR5976183_ctg_138573_00004,-,adeC-adeK-oprM,RF0021,1.5e-08,36.2,20.9,3.5e-08,34.9,18.0,2.7,2,1,0,2,2,2,1,hypothetical protein     ,China.pigfarm.SRR5976183,ctg_138573,4
16462,3269,China.pigfarm.SRR5976185_ctg_524462_00009,-,vanW,RF0157,2.2e-08,36.2,0.0,5.6e-08,34.8,0.0,1.6,1,0,0,1,1,1,1,hypothetical protein      ,China.pigfarm.SRR5976185,ctg_524462,9
13610,417,China.pigfarm.SRR5976185_ctg_72863_00007,-,blaI,RF0042,2.6e-08,36.2,0.2,3.1e-08,36.0,0.2,1.0,1,0,0,1,1,1,1,Penicillinase repressor      ,China.pigfarm.SRR5976185,ctg_72863,7
2687,2687,China.pigfarm.SRR5976186_ctg_443694_00026,-,TetM-TetW-TetO-TetS,RF0133,1e-08,36.2,0.1,1.6e-08,35.5,0.1,1.2,1,0,0,1,1,1,1,Sulfate adenylyltransferase subunit 1   ,China.pigfarm.SRR5976186,ctg_443694,26
9849,127,China.pigfarm.SRR5976187_ctg_122713_00002,-,adeA-adeI,RF0019,1.4e-08,36.2,2.5,2.8e-08,35.3,2.5,1.4,1,0,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976187,ctg_122713,2
12437,2715,China.pigfarm.SRR5976187_ctg_124769_00005,-,tet_MFS_efflux,RF0134,1.5e-08,36.1,30.0,1.3e-05,26.5,18.7,3.0,1,1,1,3,3,3,2,hypothetical protein     ,China.pigfarm.SRR5976187,ctg_124769,5
13195,2,China.pigfarm.SRR5976185_ctg_550288_00002,-,AAC3-I,RF0003,3.6e-08,36.1,0.1,4.4e-08,35.8,0.1,1.1,1,0,0,1,1,1,1,Ribosomal-protein-alanine acetyltransferase      ,China.pigfarm.SRR5976185,ctg_550288,2
13188,3466,China.pigfarm.SRR5976187_ctg_525352_00001,-,APH3',RF0173,2.5e-08,36.1,0.7,2.1e-07,33.1,0.7,2.0,1,1,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976187,ctg_525352,1
792,792,China.pigfarm.SRR5976186_ctg_32768_00005,-,ClassB,RF0054,2e-08,36.1,0.0,2.9e-08,35.6,0.0,1.1,1,0,0,1,1,1,1,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase   ",China.pigfarm.SRR5976186,ctg_32768,5
20259,142,China.pigfarm.SRR5976181_ctg_338218_00004,-,adeA-adeI,RF0019,1.8e-08,36.1,0.5,0.0016,19.7,0.1,2.2,2,0,0,2,2,2,2,hypothetical protein     ,China.pigfarm.SRR5976181,ctg_338218,4
12712,2990,China.pigfarm.SRR5976187_ctg_202134_00004,-,tet_ribosomoal_protect,RF0135,1.1e-08,36.1,0.2,1.8e-08,35.3,0.2,1.3,1,0,0,1,1,1,1,Sulfate adenylyltransferase subunit 1   ,China.pigfarm.SRR5976187,ctg_202134,4
8188,1425,China.pigfarm.SRR5976182_ctg_527708_00005,-,MexH,RF0099,1.8e-08,36.1,0.1,5.4e-08,34.5,0.1,1.7,1,1,0,1,1,1,1,Multidrug resistance protein MdtA   ,China.pigfarm.SRR5976182,ctg_527708,5
7403,640,China.pigfarm.SRR5976182_ctg_55328_00005,-,ClassB,RF0054,1.7e-08,36.0,0.1,2.4e-08,35.5,0.1,1.1,1,0,0,1,1,1,1,Putative metallo-hydrolase YycJ    ,China.pigfarm.SRR5976182,ctg_55328,5
11442,1720,China.pigfarm.SRR5976187_ctg_71021_00001,-,MexH,RF0099,2.2e-08,36.0,0.1,8.9e-08,34.0,0.1,1.7,1,1,0,1,1,1,1,Multidrug resistance protein MdtA   ,China.pigfarm.SRR5976187,ctg_71021,1
6694,3143,China.pigfarm.SRR5976184_ctg_148427_00013,-,vanZ,RF0160,3e-08,36.0,1.2,3e-08,36.0,1.2,2.1,2,0,0,2,2,2,1,hypothetical protein     ,China.pigfarm.SRR5976184,ctg_148427,13
6742,3191,China.pigfarm.SRR5976184_ctg_341805_00004,-,APH3'',RF0172,2.1e-08,36.0,0.2,1.9e-07,32.9,0.2,1.9,1,1,0,1,1,1,1,30S ribosomal protein S12   ,China.pigfarm.SRR5976184,ctg_341805,4
4188,637,China.pigfarm.SRR5976184_ctg_90438_00006,-,ClassB,RF0054,1.9e-08,36.0,0.0,3e-08,35.4,0.0,1.2,1,0,0,1,1,1,1,Putative metallo-hydrolase YycJ    ,China.pigfarm.SRR5976184,ctg_90438,6
10477,755,China.pigfarm.SRR5976187_ctg_52530_00005,-,ClassB,RF0054,2e-08,36.0,0.2,2.8e-08,35.5,0.2,1.1,1,0,0,1,1,1,1,Putative metallo-hydrolase YycJ    ,China.pigfarm.SRR5976187,ctg_52530,5
17031,460,China.pigfarm.SRR5976183_ctg_235463_00002,-,blaI,RF0042,3e-08,36.0,0.3,3.5e-08,35.8,0.3,1.0,1,0,0,1,1,1,1,Penicillinase repressor     ,China.pigfarm.SRR5976183,ctg_235463,2
13306,113,China.pigfarm.SRR5976185_ctg_6433_00005,-,adeA-adeI,RF0019,1.8e-08,36.0,0.4,0.0017,19.7,0.1,2.2,2,0,0,2,2,2,2,hypothetical protein      ,China.pigfarm.SRR5976185,ctg_6433,5
991,991,China.pigfarm.SRR5976186_ctg_660040_00008,-,emrE,RF0066,4.2e-08,36.0,9.7,4.9e-08,35.8,9.7,1.1,1,0,0,1,1,1,1,Quaternary ammonium compound-resistance protein SugE  ,China.pigfarm.SRR5976186,ctg_660040,8
17246,675,China.pigfarm.SRR5976183_ctg_230713_00001,-,ClassA,RF0053,1.9e-08,36.0,0.5,5.8e-07,31.2,0.0,2.1,2,0,0,2,2,2,1,D-alanyl-D-alanine carboxypeptidase DacF    ,China.pigfarm.SRR5976183,ctg_230713,1
793,793,China.pigfarm.SRR5976186_ctg_258254_00004,-,ClassB,RF0054,2.1e-08,36.0,0.2,2.6e-08,35.7,0.2,1.3,1,0,0,1,1,1,1,Putative metallo-hydrolase YycJ    ,China.pigfarm.SRR5976186,ctg_258254,4
641,641,China.pigfarm.SRR5976186_ctg_578538_00046,-,Chlor_Efflux_Pump,RF0051,2e-08,36.0,29.2,3.9e-08,35.1,29.2,1.5,1,1,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976186,ctg_578538,46
7229,466,China.pigfarm.SRR5976182_ctg_37943_00002,-,Chlor_Acetyltrans_CAT,RF0050,2.4e-08,35.9,0.1,5e-08,34.9,0.0,1.5,1,1,0,1,1,1,1,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase     ",China.pigfarm.SRR5976182,ctg_37943,2
10478,756,China.pigfarm.SRR5976187_ctg_2164_00002,-,ClassB,RF0054,2.1e-08,35.9,0.1,3e-08,35.4,0.1,1.2,1,0,0,1,1,1,1,Putative metallo-hydrolase YycJ    ,China.pigfarm.SRR5976187,ctg_2164,2
14008,815,China.pigfarm.SRR5976185_ctg_17323_00006,-,ClassC-AmpC,RF0055,1.7e-08,35.9,0.0,4.1e-08,34.7,0.0,1.5,2,0,0,2,2,2,1,hypothetical protein      ,China.pigfarm.SRR5976185,ctg_17323,6
13707,514,China.pigfarm.SRR5976185_ctg_482101_00007,-,Chlor_Acetyltrans_CAT,RF0050,3.2e-08,35.9,0.2,6.9e-08,34.8,0.2,1.5,1,0,0,1,1,1,1,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase      ",China.pigfarm.SRR5976185,ctg_482101,7
13898,705,China.pigfarm.SRR5976185_ctg_342756_00004,-,ClassB,RF0054,2.3e-08,35.9,0.0,0.003,19.2,0.0,2.0,2,0,0,2,2,2,2,putative protein      ,China.pigfarm.SRR5976185,ctg_342756,4
9371,2608,China.pigfarm.SRR5976182_ctg_214934_00003,-,tet_ribosomoal_protect,RF0135,1e-08,35.9,0.2,2e-08,35.0,0.2,1.4,1,0,0,1,1,1,1,Sulfate adenylyltransferase subunit 1   ,China.pigfarm.SRR5976182,ctg_214934,3
6649,3098,China.pigfarm.SRR5976184_ctg_558907_00003,-,vanW,RF0157,2.4e-08,35.9,0.0,4.1e-08,35.1,0.0,1.3,1,0,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976184,ctg_558907,3
13096,3374,China.pigfarm.SRR5976187_ctg_84429_00005,-,vanW,RF0157,2.4e-08,35.9,0.0,4.2e-08,35.1,0.0,1.3,1,0,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976187,ctg_84429,5
13899,706,China.pigfarm.SRR5976185_ctg_193770_00003,-,ClassB,RF0054,2.4e-08,35.9,0.0,5e-08,34.8,0.0,1.4,2,0,0,2,2,1,1,Putative metallo-hydrolase YycJ     ,China.pigfarm.SRR5976185,ctg_193770,3
23027,2910,China.pigfarm.SRR5976181_ctg_751849_00006,-,TetM-TetW-TetO-TetS,RF0133,1.3e-08,35.9,0.3,2.2e-08,35.1,0.3,1.3,1,0,0,1,1,1,1,Sulfate adenylyltransferase subunit 1   ,China.pigfarm.SRR5976181,ctg_751849,6
22492,2375,China.pigfarm.SRR5976181_ctg_612304_00002,-,RND_efflux,RF0115,1.2e-08,35.9,12.0,1.7e-08,35.3,12.0,1.2,1,0,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976181,ctg_612304,2
19612,3041,China.pigfarm.SRR5976183_ctg_697645_00003,-,tet_ribosomoal_protect,RF0135,1.3e-08,35.9,0.2,2.6e-08,35.0,0.2,1.4,1,0,0,1,1,1,1,Sulfate adenylyltransferase subunit 1   ,China.pigfarm.SRR5976183,ctg_697645,3
3053,3053,China.pigfarm.SRR5976186_ctg_71712_00007,-,tet_ribosomoal_protect,RF0135,1.3e-08,35.9,0.2,2.6e-08,35.0,0.2,1.4,1,0,0,1,1,1,1,Sulfate adenylyltransferase subunit 1   ,China.pigfarm.SRR5976186,ctg_71712,7
15216,2023,China.pigfarm.SRR5976185_ctg_405268_00004,-,RND_efflux,RF0115,1.2e-08,35.9,12.0,1.8e-08,35.3,12.0,1.2,1,0,0,1,1,1,1,hypothetical protein      ,China.pigfarm.SRR5976185,ctg_405268,4
18757,2186,China.pigfarm.SRR5976183_ctg_13164_00007,-,RND_efflux,RF0115,1.1e-08,35.9,12.0,1.7e-08,35.3,12.0,1.2,1,0,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976183,ctg_13164,7
10602,880,China.pigfarm.SRR5976187_ctg_168475_00005,-,ClassC-AmpC,RF0055,1.5e-08,35.9,0.0,3.7e-08,34.7,0.0,1.5,2,0,0,2,2,2,1,hypothetical protein     ,China.pigfarm.SRR5976187,ctg_168475,5
11196,1474,China.pigfarm.SRR5976187_ctg_297251_00001,-,MexC,RF0097,1.7e-08,35.9,0.2,0.00047,21.3,0.0,2.1,2,0,0,2,2,2,2,Multidrug resistance protein MdtA   ,China.pigfarm.SRR5976187,ctg_297251,1
20021,3450,China.pigfarm.SRR5976183_ctg_161445_00012,-,vanW,RF0157,2.6e-08,35.9,0.0,4.5e-08,35.1,0.0,1.3,1,0,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976183,ctg_161445,12
9130,2367,China.pigfarm.SRR5976182_ctg_517029_00006,-,tet_MFS_efflux,RF0134,1.5e-08,35.9,40.6,9.3e-06,26.7,13.3,2.2,1,1,0,2,2,2,2,Fosmidomycin resistance protein    ,China.pigfarm.SRR5976182,ctg_517029,6
3647,96,China.pigfarm.SRR5976184_ctg_468555_00002,-,adeA-adeI,RF0019,1.7e-08,35.9,11.5,1.2e-07,33.1,11.5,1.9,1,1,0,1,1,1,1,Macrolide export protein MacA   ,China.pigfarm.SRR5976184,ctg_468555,2
20753,636,China.pigfarm.SRR5976181_ctg_706711_00003,-,Chlor_Acetyltrans_CAT,RF0050,3.2e-08,35.8,0.3,4.7e-08,35.3,0.3,1.1,1,0,0,1,1,1,1,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase     ",China.pigfarm.SRR5976181,ctg_706711,3
10610,888,China.pigfarm.SRR5976187_ctg_543994_00007,-,ClassD,RF0056,2e-08,35.8,0.0,6.9e-08,34.1,0.0,1.8,2,0,0,2,2,2,1,Stage V sporulation protein D  ,China.pigfarm.SRR5976187,ctg_543994,7
2296,2296,China.pigfarm.SRR5976186_ctg_74488_00002,-,SubclassB3,RF0125,2.3e-08,35.8,0.0,2.5e-05,25.8,0.0,2.5,2,1,0,2,2,2,1,hypothetical protein     ,China.pigfarm.SRR5976186,ctg_74488,2
4189,638,China.pigfarm.SRR5976184_ctg_132881_00004,-,ClassB,RF0054,2.2e-08,35.8,0.1,3.3e-08,35.2,0.1,1.2,1,0,0,1,1,1,1,Putative metallo-hydrolase YycJ    ,China.pigfarm.SRR5976184,ctg_132881,4
6686,3135,China.pigfarm.SRR5976184_ctg_198337_00009,-,vanY,RF0159,2.9e-08,35.8,0.3,5.9e-08,34.7,0.2,1.5,2,0,0,2,2,2,1,hypothetical protein     ,China.pigfarm.SRR5976184,ctg_198337,9
13708,515,China.pigfarm.SRR5976185_ctg_141360_00003,-,Chlor_Acetyltrans_CAT,RF0050,3.3e-08,35.8,0.3,4.8e-08,35.3,0.3,1.1,1,0,0,1,1,1,1,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase      ",China.pigfarm.SRR5976185,ctg_141360,3
20940,823,China.pigfarm.SRR5976181_ctg_577522_00007,-,ClassB,RF0054,2.5e-08,35.8,0.1,3.7e-08,35.2,0.1,1.2,1,0,0,1,1,1,1,Putative metallo-hydrolase YycJ    ,China.pigfarm.SRR5976181,ctg_577522,7
14806,1613,China.pigfarm.SRR5976185_ctg_675958_00003,-,MexH,RF0099,2.9e-08,35.8,2.5,0.0013,20.5,0.0,2.2,2,0,0,2,2,2,2,Multidrug resistance protein MdtA    ,China.pigfarm.SRR5976185,ctg_675958,3
14807,1614,China.pigfarm.SRR5976185_ctg_73645_00019,-,MexH,RF0099,3e-08,35.7,1.1,6.8e-08,34.6,1.1,1.5,1,1,0,1,1,1,1,Multidrug resistance protein MdtA    ,China.pigfarm.SRR5976185,ctg_73645,19
18170,1599,China.pigfarm.SRR5976183_ctg_169505_00003,-,MexE,RF0098,2.1e-08,35.7,7.4,0.0013,19.9,0.1,2.5,2,1,1,3,3,2,2,putative multidrug resistance protein EmrK  ,China.pigfarm.SRR5976183,ctg_169505,3
8620,1857,China.pigfarm.SRR5976182_ctg_694018_00016,-,RND_efflux,RF0115,1e-08,35.7,23.3,5.4e-07,30.0,10.6,2.5,2,0,0,2,2,2,2,hypothetical protein     ,China.pigfarm.SRR5976182,ctg_694018,16
14808,1615,China.pigfarm.SRR5976185_ctg_69409_00011,-,MexH,RF0099,3.1e-08,35.7,0.7,5.1e-08,35.0,0.7,1.3,1,1,0,1,1,1,1,Multidrug resistance protein MdtA    ,China.pigfarm.SRR5976185,ctg_69409,11
19751,3180,China.pigfarm.SRR5976183_ctg_449340_00005,-,vanB,RF0150,2.6e-08,35.7,0.0,5.5e-08,34.7,0.0,1.5,1,1,0,1,1,1,1,Carbamoyl-phosphate synthase arginine-specific large chain  ,China.pigfarm.SRR5976183,ctg_449340,5
1714,1714,China.pigfarm.SRR5976186_ctg_205594_00001,-,MexH,RF0099,3e-08,35.7,0.7,5e-08,35.0,0.7,1.3,1,1,0,1,1,1,1,Multidrug resistance protein MdtA   ,China.pigfarm.SRR5976186,ctg_205594,1
11445,1723,China.pigfarm.SRR5976187_ctg_386840_00002,-,MexH,RF0099,2.7e-08,35.7,1.3,5.5e-08,34.7,1.3,1.4,1,1,0,1,1,1,1,Multidrug resistance protein MdtA   ,China.pigfarm.SRR5976187,ctg_386840,2
11098,1376,China.pigfarm.SRR5976187_ctg_21450_00003,-,MexA,RF0096,2e-08,35.7,1.7,2e-08,35.7,1.7,1.8,2,0,0,2,2,2,1,Multidrug resistance protein MdtA   ,China.pigfarm.SRR5976187,ctg_21450,3
18288,1717,China.pigfarm.SRR5976183_ctg_608499_00003,-,MexH,RF0099,3e-08,35.7,0.7,4.9e-08,35.0,0.7,1.3,1,1,0,1,1,1,1,Multidrug resistance protein MdtA   ,China.pigfarm.SRR5976183,ctg_608499,3
20588,471,China.pigfarm.SRR5976181_ctg_269566_00002,-,adeC-adeK-oprM,RF0021,2.1e-08,35.7,14.5,3.6e-08,34.9,14.4,1.3,1,1,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976181,ctg_269566,2
16697,126,China.pigfarm.SRR5976183_ctg_86717_00006,-,adeA-adeI,RF0019,2.3e-08,35.6,2.1,0.024,15.8,0.0,3.0,2,1,0,2,2,2,2,Macrolide export protein MacA   ,China.pigfarm.SRR5976183,ctg_86717,6
18612,2041,China.pigfarm.SRR5976183_ctg_510065_00005,-,norA,RF0109,3.4e-08,35.6,1.1,3.9e-08,35.4,1.1,1.1,1,0,0,1,1,1,1,D-xylose-proton symporter     ,China.pigfarm.SRR5976183,ctg_510065,5
18172,1601,China.pigfarm.SRR5976183_ctg_371373_00002,-,MexE,RF0098,2.4e-08,35.6,10.0,0.0023,19.1,5.4,3.1,1,1,1,2,2,2,2,putative multidrug resistance protein EmrK  ,China.pigfarm.SRR5976183,ctg_371373,2
21058,941,China.pigfarm.SRR5976181_ctg_325918_00007,-,ClassC-AmpC,RF0055,2.1e-08,35.6,0.0,4.9e-08,34.4,0.0,1.5,2,0,0,2,2,2,1,hypothetical protein     ,China.pigfarm.SRR5976181,ctg_325918,7
893,893,China.pigfarm.SRR5976186_ctg_508180_00010,-,ClassC-AmpC,RF0055,2.1e-08,35.6,0.0,4.9e-08,34.4,0.0,1.5,2,0,0,2,2,2,1,hypothetical protein     ,China.pigfarm.SRR5976186,ctg_508180,10
5969,2418,China.pigfarm.SRR5976184_ctg_380518_00009,-,tet_MFS_efflux,RF0134,2.1e-08,35.6,25.0,0.00013,23.0,6.6,2.2,2,0,0,2,2,2,2,hypothetical protein     ,China.pigfarm.SRR5976184,ctg_380518,9
14617,1424,China.pigfarm.SRR5976185_ctg_662224_00001,-,MexC,RF0097,2.4e-08,35.6,0.3,0.0006,21.1,0.0,2.1,2,0,0,2,2,2,2,Multidrug resistance protein MdtA    ,China.pigfarm.SRR5976185,ctg_662224,1
15088,1895,China.pigfarm.SRR5976185_ctg_609207_00033,-,norA,RF0109,3.5e-08,35.6,1.1,4e-08,35.4,1.1,1.1,1,0,0,1,1,1,1,D-xylose-proton symporter      ,China.pigfarm.SRR5976185,ctg_609207,33
451,451,China.pigfarm.SRR5976186_ctg_616638_00023,-,blaI,RF0042,4e-08,35.6,0.5,4.5e-08,35.4,0.5,1.0,1,0,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976186,ctg_616638,23
4886,1335,China.pigfarm.SRR5976184_ctg_9520_00007,-,MexC,RF0097,2.1e-08,35.6,0.2,0.00052,21.1,0.0,2.1,2,0,0,2,2,2,2,Multidrug resistance protein MdtA   ,China.pigfarm.SRR5976184,ctg_9520,7
2160,2160,China.pigfarm.SRR5976186_ctg_100521_00019,-,RND_efflux,RF0115,1.4e-08,35.6,13.6,1.7e-08,35.4,13.6,1.0,1,0,0,1,1,1,1,Protein translocase subunit SecD   ,China.pigfarm.SRR5976186,ctg_100521,19
10296,574,China.pigfarm.SRR5976187_ctg_397829_00004,-,Chlor_Acetyltrans_CAT,RF0050,3.7e-08,35.5,1.9,7e-08,34.6,0.4,2.2,2,2,1,3,3,2,1,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase     ",China.pigfarm.SRR5976187,ctg_397829,4
9131,2368,China.pigfarm.SRR5976182_ctg_187436_00002,-,tet_MFS_efflux,RF0134,2e-08,35.5,25.9,2e-07,32.1,25.3,2.4,1,1,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976182,ctg_187436,2
10113,391,China.pigfarm.SRR5976187_ctg_283852_00003,-,adeC-adeK-oprM,RF0021,2.2e-08,35.5,18.4,0.00081,20.4,13.3,4.1,1,1,1,2,2,2,2,hypothetical protein     ,China.pigfarm.SRR5976187,ctg_283852,3
2297,2297,China.pigfarm.SRR5976186_ctg_312626_00002,-,SubclassB3,RF0125,2.8e-08,35.5,0.9,4.2e-08,34.9,0.5,1.5,2,0,0,2,2,1,1,hypothetical protein     ,China.pigfarm.SRR5976186,ctg_312626,2
9667,2904,China.pigfarm.SRR5976182_ctg_178912_00005,-,vanW,RF0157,2.7e-08,35.5,0.0,4.6e-08,34.7,0.0,1.3,1,0,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976182,ctg_178912,5
20589,472,China.pigfarm.SRR5976181_ctg_11369_00004,-,adeC-adeK-oprM,RF0021,2.4e-08,35.5,18.4,0.00089,20.4,13.3,4.1,1,1,1,2,2,2,2,hypothetical protein     ,China.pigfarm.SRR5976181,ctg_11369,4
1920,1920,China.pigfarm.SRR5976186_ctg_309606_00005,-,MexX,RF0101,2.6e-08,35.5,0.6,0.01,17.0,0.1,3.2,2,1,1,3,3,3,2,p-hydroxybenzoic acid efflux pump subunit AaeA ,China.pigfarm.SRR5976186,ctg_309606,5
21059,942,China.pigfarm.SRR5976181_ctg_496568_00004,-,ClassC-AmpC,RF0055,2.2e-08,35.5,0.0,2.9e-07,31.8,0.0,2.1,2,0,0,2,2,2,1,Chitooligosaccharide deacetylase     ,China.pigfarm.SRR5976181,ctg_496568,4
18758,2187,China.pigfarm.SRR5976183_ctg_367470_00005,-,RND_efflux,RF0115,1.5e-08,35.5,33.4,0.00022,21.7,13.8,2.1,2,0,0,2,2,2,2,hypothetical protein     ,China.pigfarm.SRR5976183,ctg_367470,5
3569,18,China.pigfarm.SRR5976184_ctg_355855_00003,-,AAC6-II,RF0006,3.5e-08,35.5,0.0,0.0014,20.5,0.0,2.1,2,0,0,2,2,2,2,hypothetical protein     ,China.pigfarm.SRR5976184,ctg_355855,3
4973,1422,China.pigfarm.SRR5976184_ctg_337384_00003,-,MexE,RF0098,2.3e-08,35.4,2.2,7.2e-07,30.5,2.2,2.7,1,1,0,1,1,1,1,Multidrug resistance protein MdtE   ,China.pigfarm.SRR5976184,ctg_337384,3
1483,1483,China.pigfarm.SRR5976186_ctg_297060_00001,-,MexC,RF0097,2.7e-08,35.4,1.8,9.2e-08,33.6,1.8,1.7,1,1,0,1,1,1,1,Macrolide export protein MacA   ,China.pigfarm.SRR5976186,ctg_297060,1
21060,943,China.pigfarm.SRR5976181_ctg_145632_00001,-,ClassC-AmpC,RF0055,2.5e-08,35.4,0.0,3.3e-08,35.0,0.0,1.2,1,0,0,1,1,1,1,hypothetical protein     ,China.pigfarm.SRR5976181,ctg_145632,1
