,full_id,contig_id,#members,known_gene_ids,unknown_gene_ids,span,members,architecture,member_scores,members_evals
253,China.pigfarm.SRR5976187_ctg_122713_00002,ctg_122713,2,"[2, 3]","[1, 4]",4,"RND_efflux,adeA-adeI",__(??)__(adeA-adeI)__(RND_efflux)__(??)__,__(??)__(36.2)__(807.7)__(??)__,__(??)__(1.4e-08)__(7.8e-242)__(??)__
254,China.pigfarm.SRR5976187_ctg_12301_00001,ctg_12301,2,"[1, 3]","[2, 4]",4,"Chlor_Acetyltrans_CAT,Chlor_Acetyltrans_CAT",__(??)__(Chlor_Acetyltrans_CAT)__(??)__(Chlor_Acetyltrans_CAT)__(??)__,__(??)__(33.7)__(??)__(22.7)__(??)__,__(??)__(1.3e-07)__(??)__(0.00031)__(??)__
255,China.pigfarm.SRR5976187_ctg_123018_00001,ctg_123018,3,"[1, 2, 3]",[4],4,"MexH,RND_efflux,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(RND_efflux)__(MexH)__(??)__,__(??)__(30.0)__(566.1)__(51.2)__(??)__,__(??)__(1.1e-06)__(7.7e-169)__(5.4e-13)__(??)__
256,China.pigfarm.SRR5976187_ctg_125590_00003,ctg_125590,2,"[3, 4]","[2, 5]",4,"MexH,RND_efflux",__(??)__(RND_efflux)__(MexH)__(??)__,__(??)__(717.1)__(28.1)__(??)__,__(??)__(1.9e-214)__(5.8e-06)__(??)__
257,China.pigfarm.SRR5976187_ctg_12994_00006,ctg_12994,2,"[6, 7]","[5, 8]",4,"ClassB,tet_ribosomoal_protect",__(??)__(ClassB)__(tet_ribosomoal_protect)__(??)__,__(??)__(54.0)__(157.9)__(??)__,__(??)__(6.3e-14)__(1.4e-45)__(??)__
258,China.pigfarm.SRR5976187_ctg_131126_00007,ctg_131126,2,"[7, 8]","[6, 9]",4,"MexH,RND_efflux",__(??)__(RND_efflux)__(MexH)__(??)__,__(??)__(840.3)__(42.8)__(??)__,__(??)__(1.1e-251)__(1.9e-10)__(??)__
259,China.pigfarm.SRR5976187_ctg_132670_00001,ctg_132670,2,"[1, 2]",[3],3,"MexE,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(MexE)__(??)__,__(??)__(67.0)__(61.2)__(??)__,__(??)__(6e-18)__(3.6e-16)__(??)__
260,China.pigfarm.SRR5976187_ctg_132844_00001,ctg_132844,3,"[1, 2, 3]",[4],4,"RND_efflux,adeA-adeI,adeC-adeK-oprM",__(??)__(adeA-adeI)__(RND_efflux)__(adeC-adeK-oprM)__(??)__,__(??)__(134.1)__(904.0)__(214.0)__(??)__,__(??)__(2.7e-38)__(6.4e-271)__(1.6e-62)__(??)__
261,China.pigfarm.SRR5976187_ctg_137887_00004,ctg_137887,2,"[4, 6]","[3, 5, 7]",5,"APH3'',tet_ribosomoal_protect",__(??)__(tet_ribosomoal_protect)__(??)__(APH3'')__(??)__,__(??)__(313.7)__(??)__(52.9)__(??)__,__(??)__(9.7e-93)__(??)__(1.5e-13)__(??)__
262,China.pigfarm.SRR5976187_ctg_141255_00001,ctg_141255,2,"[1, 2]",[3],3,"ANT6,TetM-TetW-TetO-TetS",__(??)__(ANT6)__(TetM-TetW-TetO-TetS)__(??)__,__(??)__(586.0)__(1133.4)__(??)__,__(??)__(5.4e-176)__(0.0)__(??)__
263,China.pigfarm.SRR5976187_ctg_141802_00004,ctg_141802,3,"[4, 5, 6]","[3, 7]",5,"MexH,RND_efflux,adeC-adeK-oprM",__(??)__(RND_efflux)__(MexH)__(adeC-adeK-oprM)__(??)__,__(??)__(539.2)__(59.4)__(39.0)__(??)__,__(??)__(1e-160)__(1.7e-15)__(1.9e-09)__(??)__
264,China.pigfarm.SRR5976187_ctg_147966_00008,ctg_147966,2,"[8, 9]","[7, 10]",4,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeA-adeI)__(adeC-adeK-oprM)__(??)__,__(??)__(82.4)__(77.5)__(??)__,__(??)__(1.4e-22)__(4.1e-21)__(??)__
265,China.pigfarm.SRR5976187_ctg_155962_00004,ctg_155962,2,"[4, 5]","[3, 6]",4,"RND_efflux,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(RND_efflux)__(??)__,__(??)__(24.2)__(758.6)__(??)__,__(??)__(5.7e-05)__(5.3e-227)__(??)__
266,China.pigfarm.SRR5976187_ctg_157032_00002,ctg_157032,2,"[2, 4]","[1, 3, 5]",5,"MexE,adeC-adeK-oprM",__(??)__(MexE)__(??)__(adeC-adeK-oprM)__(??)__,__(??)__(55.5)__(??)__(76.2)__(??)__,__(??)__(1.9e-14)__(??)__(1e-20)__(??)__
267,China.pigfarm.SRR5976187_ctg_157303_00001,ctg_157303,2,"[1, 2]",[3],3,"RND_efflux,adeA-adeI",__(??)__(RND_efflux)__(adeA-adeI)__(??)__,__(??)__(812.1)__(71.6)__(??)__,__(??)__(3.7e-243)__(2.5e-19)__(??)__
268,China.pigfarm.SRR5976187_ctg_163468_00021,ctg_163468,3,"[21, 22, 23]","[20, 24]",5,"RND_efflux,adeA-adeI,adeC-adeK-oprM",__(??)__(adeA-adeI)__(RND_efflux)__(adeC-adeK-oprM)__(??)__,__(??)__(153.5)__(933.1)__(236.4)__(??)__,__(??)__(3.5e-44)__(1e-279)__(2.7e-69)__(??)__
269,China.pigfarm.SRR5976187_ctg_165283_00001,ctg_165283,2,"[1, 2]",[3],3,"RND_efflux,adeC-adeK-oprM",__(??)__(RND_efflux)__(adeC-adeK-oprM)__(??)__,__(??)__(795.7)__(170.3)__(??)__,__(??)__(3.3e-238)__(2.9e-49)__(??)__
270,China.pigfarm.SRR5976187_ctg_165449_00002,ctg_165449,2,"[2, 4]","[1, 3, 5]",5,"ClassC-AmpC,vanA",__(??)__(ClassC-AmpC)__(??)__(vanA)__(??)__,__(??)__(46.2)__(??)__(22.1)__(??)__,__(??)__(1.2e-11)__(??)__(0.00035)__(??)__
271,China.pigfarm.SRR5976187_ctg_167679_00004,ctg_167679,2,"[4, 5]","[3, 6]",4,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeA-adeI)__(adeC-adeK-oprM)__(??)__,__(??)__(53.1)__(69.6)__(??)__,__(??)__(1.1e-13)__(1e-18)__(??)__
272,China.pigfarm.SRR5976187_ctg_168013_00002,ctg_168013,2,"[2, 4]","[1, 3, 5]",5,"Chlor_Efflux_Pump,tet_ribosomoal_protect",__(??)__(tet_ribosomoal_protect)__(??)__(Chlor_Efflux_Pump)__(??)__,__(??)__(46.4)__(??)__(24.0)__(??)__,__(??)__(8.4e-12)__(??)__(8.3e-05)__(??)__
273,China.pigfarm.SRR5976187_ctg_168920_00015,ctg_168920,2,"[15, 16]","[14, 17]",4,"vanH,vanW",__(??)__(vanH)__(vanW)__(??)__,__(??)__(109.4)__(39.3)__(??)__,__(??)__(7.7e-31)__(2.3e-09)__(??)__
274,China.pigfarm.SRR5976187_ctg_169313_00001,ctg_169313,2,"[1, 2]",[3],3,"RND_efflux,adeC-adeK-oprM",__(??)__(RND_efflux)__(adeC-adeK-oprM)__(??)__,__(??)__(978.6)__(271.7)__(??)__,__(??)__(1.9e-293)__(5.1e-80)__(??)__
275,China.pigfarm.SRR5976187_ctg_173876_00002,ctg_173876,3,"[2, 3, 4]","[1, 5]",5,"RND_efflux,adeA-adeI,adeC-adeK-oprM",__(??)__(adeA-adeI)__(RND_efflux)__(adeC-adeK-oprM)__(??)__,__(??)__(165.2)__(917.0)__(242.9)__(??)__,__(??)__(9.9e-48)__(7.8e-275)__(2.9e-71)__(??)__
276,China.pigfarm.SRR5976187_ctg_17390_00006,ctg_17390,2,"[6, 7]","[5, 8]",4,"tet_ribosomoal_protect,vanH",__(??)__(vanH)__(tet_ribosomoal_protect)__(??)__,__(??)__(129.9)__(43.5)__(??)__,__(??)__(4.5e-37)__(6.2e-11)__(??)__
277,China.pigfarm.SRR5976187_ctg_175532_00003,ctg_175532,3,"[3, 4, 5]","[2, 6]",5,"RND_efflux,adeA-adeI,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(RND_efflux)__(adeA-adeI)__(??)__,__(??)__(252.3)__(931.6)__(162.3)__(??)__,__(??)__(4.1e-74)__(3e-279)__(7.5e-47)__(??)__
278,China.pigfarm.SRR5976187_ctg_180328_00001,ctg_180328,3,"[1, 2, 4]","[3, 5]",5,"APH3'',tet_ribosomoal_protect,tet_ribosomoal_protect",__(??)__(tet_ribosomoal_protect)__(tet_ribosomoal_protect)__(??)__(APH3'')__(??)__,__(??)__(84.3)__(314.2)__(??)__(42.6)__(??)__,__(??)__(2.7e-23)__(7e-93)__(??)__(2.1e-10)__(??)__
279,China.pigfarm.SRR5976187_ctg_181253_00007,ctg_181253,2,"[7, 8]","[6, 9]",4,"MexA,adeC-adeK-oprM",__(??)__(MexA)__(adeC-adeK-oprM)__(??)__,__(??)__(40.4)__(49.6)__(??)__,__(??)__(7.2e-10)__(1.2e-12)__(??)__
280,China.pigfarm.SRR5976187_ctg_182747_00002,ctg_182747,2,"[2, 3]","[1, 4]",4,"MexH,RND_efflux",__(??)__(MexH)__(RND_efflux)__(??)__,__(??)__(107.7)__(889.8)__(??)__,__(??)__(3.7e-30)__(1.2e-266)__(??)__
281,China.pigfarm.SRR5976187_ctg_186001_00003,ctg_186001,2,"[3, 4]","[2, 5]",4,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeA-adeI)__(adeC-adeK-oprM)__(??)__,__(??)__(71.2)__(88.8)__(??)__,__(??)__(3.5e-19)__(1.5e-24)__(??)__
282,China.pigfarm.SRR5976187_ctg_186175_00016,ctg_186175,3,"[16, 17, 18]","[15, 19]",5,"RND_efflux,adeA-adeI,adeC-adeK-oprM",__(??)__(adeA-adeI)__(RND_efflux)__(adeC-adeK-oprM)__(??)__,__(??)__(154.7)__(908.9)__(241.4)__(??)__,__(??)__(1.5e-44)__(2.2e-272)__(8.2e-71)__(??)__
283,China.pigfarm.SRR5976187_ctg_205173_00001,ctg_205173,2,"[1, 2]",[3],3,"RND_efflux,RND_efflux",__(??)__(RND_efflux)__(RND_efflux)__(??)__,__(??)__(21.5)__(39.6)__(??)__,__(??)__(0.00024)__(7.9e-10)__(??)__
284,China.pigfarm.SRR5976187_ctg_206785_00005,ctg_206785,2,"[5, 8]","[4, 6, 7, 9]",6,"RND_efflux,tet_ribosomoal_protect",__(??)__(RND_efflux)__(??)__(??)__(tet_ribosomoal_protect)__(??)__,__(??)__(773.0)__(??)__(??)__(142.1)__(??)__,__(??)__(2.4e-231)__(??)__(??)__(8.6e-41)__(??)__
285,China.pigfarm.SRR5976187_ctg_206785_00004,ctg_206785,1,[4],"[3, 5]",3,adeA-adeI,__(??)__(adeA-adeI)__(??)__,__(??)__(55.0)__(??)__,__(??)__(2.8e-14)__(??)__
286,China.pigfarm.SRR5976187_ctg_213728_00005,ctg_213728,2,"[5, 6]","[4, 7]",4,"MexH,adeC-adeK-oprM",__(??)__(MexH)__(adeC-adeK-oprM)__(??)__,__(??)__(57.8)__(69.1)__(??)__,__(??)__(5.5e-15)__(1.4e-18)__(??)__
287,China.pigfarm.SRR5976187_ctg_21450_00003,ctg_21450,3,"[3, 4, 5]","[2, 6]",5,"MexA,RND_efflux,adeC-adeK-oprM",__(??)__(MexA)__(RND_efflux)__(adeC-adeK-oprM)__(??)__,__(??)__(35.7)__(587.7)__(54.1)__(??)__,__(??)__(2e-08)__(2.2e-175)__(5.1e-14)__(??)__
288,China.pigfarm.SRR5976187_ctg_215642_00003,ctg_215642,2,"[3, 4]","[2, 5]",4,"ClassB,Erm23S_rRNA_methyltrans",__(??)__(Erm23S_rRNA_methyltrans)__(ClassB)__(??)__,__(??)__(27.9)__(54.0)__(??)__,__(??)__(5e-06)__(6.7e-14)__(??)__
289,China.pigfarm.SRR5976187_ctg_217545_00005,ctg_217545,2,"[5, 6]","[4, 7]",4,"MexH,RND_efflux",__(??)__(RND_efflux)__(MexH)__(??)__,__(??)__(903.1)__(94.4)__(??)__,__(??)__(1.2e-270)__(3.9e-26)__(??)__
290,China.pigfarm.SRR5976187_ctg_217545_00001,ctg_217545,2,"[1, 2]",[3],3,"MexH,RND_efflux",__(??)__(RND_efflux)__(MexH)__(??)__,__(??)__(696.8)__(42.0)__(??)__,__(??)__(2.5e-208)__(3.5e-10)__(??)__
291,China.pigfarm.SRR5976187_ctg_217674_00006,ctg_217674,2,"[6, 7]","[5, 8]",4,"MexC,adeC-adeK-oprM",__(??)__(MexC)__(adeC-adeK-oprM)__(??)__,__(??)__(36.5)__(20.2)__(??)__,__(??)__(1.2e-08)__(0.00098)__(??)__
292,China.pigfarm.SRR5976187_ctg_219410_00009,ctg_219410,2,"[9, 11]","[8, 10, 12]",5,"APH3'',tet_ribosomoal_protect",__(??)__(APH3'')__(??)__(tet_ribosomoal_protect)__(??)__,__(??)__(34.6)__(??)__(355.1)__(??)__,__(??)__(5.8e-08)__(??)__(2.9e-105)__(??)__
293,China.pigfarm.SRR5976187_ctg_227305_00023,ctg_227305,3,"[23, 24, 27]","[22, 25, 26, 28]",7,"Chlor_Acetyltrans_CAT,MexE,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(MexE)__(??)__(??)__(Chlor_Acetyltrans_CAT)__(??)__,__(??)__(68.9)__(52.4)__(??)__(??)__(21.4)__(??)__,__(??)__(1.7e-18)__(1.7e-13)__(??)__(??)__(0.00075)__(??)__
294,China.pigfarm.SRR5976187_ctg_230583_00005,ctg_230583,2,"[5, 7]","[4, 6, 8]",5,"APH3'',tet_ribosomoal_protect",__(??)__(tet_ribosomoal_protect)__(??)__(APH3'')__(??)__,__(??)__(293.8)__(??)__(52.0)__(??)__,__(??)__(1.1e-86)__(??)__(3e-13)__(??)__
295,China.pigfarm.SRR5976187_ctg_232496_00004,ctg_232496,2,"[4, 6]","[3, 5, 7]",5,"ClassC-AmpC,tet_MFS_efflux",__(??)__(ClassC-AmpC)__(??)__(tet_MFS_efflux)__(??)__,__(??)__(49.3)__(??)__(20.9)__(??)__,__(??)__(1.3e-12)__(??)__(0.00061)__(??)__
296,China.pigfarm.SRR5976187_ctg_238510_00003,ctg_238510,2,"[3, 4]","[2, 5]",4,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeA-adeI)__(adeC-adeK-oprM)__(??)__,__(??)__(34.8)__(86.4)__(??)__,__(??)__(3.9e-08)__(7.9e-24)__(??)__
297,China.pigfarm.SRR5976187_ctg_239320_00004,ctg_239320,2,"[4, 5]","[3, 6]",4,"MexC,adeC-adeK-oprM",__(??)__(MexC)__(adeC-adeK-oprM)__(??)__,__(??)__(26.0)__(51.2)__(??)__,__(??)__(1.7e-05)__(3.7e-13)__(??)__
298,China.pigfarm.SRR5976187_ctg_241771_00002,ctg_241771,2,"[2, 5]","[1, 3, 4, 6]",6,"ClassB,vanH",__(??)__(ClassB)__(??)__(??)__(vanH)__(??)__,__(??)__(21.0)__(??)__(??)__(66.7)__(??)__,__(??)__(0.00073)__(??)__(??)__(7.8e-18)__(??)__
299,China.pigfarm.SRR5976187_ctg_243793_00016,ctg_243793,2,"[16, 17]","[15, 18]",4,"MexE,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(MexE)__(??)__,__(??)__(84.4)__(52.1)__(??)__,__(??)__(3.2e-23)__(2.1e-13)__(??)__
300,China.pigfarm.SRR5976187_ctg_245571_00005,ctg_245571,2,"[5, 7]","[4, 6, 8]",5,"APH3'',tet_ribosomoal_protect",__(??)__(APH3'')__(??)__(tet_ribosomoal_protect)__(??)__,__(??)__(53.0)__(??)__(310.5)__(??)__,__(??)__(1.4e-13)__(??)__(9.2e-92)__(??)__
301,China.pigfarm.SRR5976187_ctg_247318_00003,ctg_247318,2,"[3, 5]","[2, 4, 6]",5,"APH3'',tet_ribosomoal_protect",__(??)__(APH3'')__(??)__(tet_ribosomoal_protect)__(??)__,__(??)__(52.6)__(??)__(285.5)__(??)__,__(??)__(1.9e-13)__(??)__(3.4e-84)__(??)__
302,China.pigfarm.SRR5976187_ctg_250358_00039,ctg_250358,2,"[39, 41]","[38, 40, 42]",5,"APH3'',tet_ribosomoal_protect",__(??)__(tet_ribosomoal_protect)__(??)__(APH3'')__(??)__,__(??)__(300.8)__(??)__(53.0)__(??)__,__(??)__(7.8e-89)__(??)__(1.5e-13)__(??)__
303,China.pigfarm.SRR5976187_ctg_254428_00002,ctg_254428,2,"[2, 4]","[1, 3, 5]",5,"APH3'',tet_ribosomoal_protect",__(??)__(tet_ribosomoal_protect)__(??)__(APH3'')__(??)__,__(??)__(296.5)__(??)__(52.9)__(??)__,__(??)__(1.6e-87)__(??)__(1.5e-13)__(??)__
304,China.pigfarm.SRR5976187_ctg_255533_00003,ctg_255533,2,"[3, 4]","[2, 5]",4,"blaI,blaR1",__(??)__(blaI)__(blaR1)__(??)__,__(??)__(41.5)__(24.7)__(??)__,__(??)__(5.3e-10)__(3.6e-05)__(??)__
305,China.pigfarm.SRR5976187_ctg_256249_00005,ctg_256249,2,"[5, 6]","[4, 7]",4,"ClassB,tet_MFS_efflux",__(??)__(tet_MFS_efflux)__(ClassB)__(??)__,__(??)__(21.4)__(62.3)__(??)__,__(??)__(0.00043)__(1.9e-16)__(??)__
306,China.pigfarm.SRR5976187_ctg_259093_00002,ctg_259093,2,"[2, 4]","[1, 3, 5]",5,"APH3'',tet_ribosomoal_protect",__(??)__(APH3'')__(??)__(tet_ribosomoal_protect)__(??)__,__(??)__(54.8)__(??)__(298.6)__(??)__,__(??)__(4.1e-14)__(??)__(3.7e-88)__(??)__
307,China.pigfarm.SRR5976187_ctg_259534_00002,ctg_259534,3,"[2, 3, 4]","[1, 5]",5,"RND_efflux,adeA-adeI,adeC-adeK-oprM",__(??)__(adeA-adeI)__(RND_efflux)__(adeC-adeK-oprM)__(??)__,__(??)__(54.2)__(670.8)__(33.3)__(??)__,__(??)__(4.9e-14)__(1.7e-200)__(1e-07)__(??)__
308,China.pigfarm.SRR5976187_ctg_266874_00005,ctg_266874,2,"[5, 6]","[4, 7]",4,"tet_ribosomoal_protect,tet_ribosomoal_protect",__(??)__(tet_ribosomoal_protect)__(tet_ribosomoal_protect)__(??)__,__(??)__(357.2)__(79.3)__(??)__,__(??)__(6.8e-106)__(9.1e-22)__(??)__
309,China.pigfarm.SRR5976187_ctg_268855_00020,ctg_268855,2,"[20, 21]","[19, 22]",4,"MexE,adeC-adeK-oprM",__(??)__(MexE)__(adeC-adeK-oprM)__(??)__,__(??)__(50.5)__(85.1)__(??)__,__(??)__(6.4e-13)__(2e-23)__(??)__
310,China.pigfarm.SRR5976187_ctg_269899_00001,ctg_269899,2,"[1, 2]",[3],3,"RND_efflux,adeC-adeK-oprM",__(??)__(RND_efflux)__(adeC-adeK-oprM)__(??)__,__(??)__(301.2)__(23.1)__(??)__,__(??)__(7.6e-89)__(0.00013)__(??)__
311,China.pigfarm.SRR5976187_ctg_270072_00001,ctg_270072,3,"[1, 2, 3]",[4],4,"RND_efflux,adeA-adeI,adeC-adeK-oprM",__(??)__(adeA-adeI)__(RND_efflux)__(adeC-adeK-oprM)__(??)__,__(??)__(166.3)__(903.8)__(277.3)__(??)__,__(??)__(4.6e-48)__(7.1e-271)__(1e-81)__(??)__
312,China.pigfarm.SRR5976187_ctg_270152_00005,ctg_270152,2,"[5, 6]","[4, 7]",4,"Erm23S_rRNA_methyltrans,Erm23S_rRNA_methyltrans",__(??)__(Erm23S_rRNA_methyltrans)__(Erm23S_rRNA_methyltrans)__(??)__,__(??)__(86.6)__(60.0)__(??)__,__(??)__(6.4e-24)__(8.4e-16)__(??)__
313,China.pigfarm.SRR5976187_ctg_272122_00005,ctg_272122,2,"[5, 6]","[4, 7]",4,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeA-adeI)__(adeC-adeK-oprM)__(??)__,__(??)__(40.7)__(69.8)__(??)__,__(??)__(6.3e-10)__(8.5e-19)__(??)__
314,China.pigfarm.SRR5976187_ctg_273421_00006,ctg_273421,2,"[6, 7]","[5, 8]",4,"MexE,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(MexE)__(??)__,__(??)__(23.7)__(25.1)__(??)__,__(??)__(8.3e-05)__(3.3e-05)__(??)__
315,China.pigfarm.SRR5976187_ctg_282806_00009,ctg_282806,2,"[9, 10]","[8, 11]",4,"ArmA_Rmt,vanY",__(??)__(vanY)__(ArmA_Rmt)__(??)__,__(??)__(22.4)__(22.6)__(??)__,__(??)__(0.00035)__(0.00028)__(??)__
316,China.pigfarm.SRR5976187_ctg_283711_00009,ctg_283711,2,"[9, 10]","[8, 11]",4,"Chlor_Efflux_Pump,vanT",__(??)__(vanT)__(Chlor_Efflux_Pump)__(??)__,__(??)__(222.2)__(27.1)__(??)__,__(??)__(6.3e-65)__(9e-06)__(??)__
317,China.pigfarm.SRR5976187_ctg_283852_00002,ctg_283852,2,"[2, 3]","[1, 4]",4,"MexE,adeC-adeK-oprM",__(??)__(MexE)__(adeC-adeK-oprM)__(??)__,__(??)__(42.3)__(35.5)__(??)__,__(??)__(2e-10)__(2.2e-08)__(??)__
318,China.pigfarm.SRR5976187_ctg_2851_00002,ctg_2851,3,"[2, 3, 4]","[1, 5]",5,"MexH,RND_efflux,adeC-adeK-oprM",__(??)__(RND_efflux)__(MexH)__(adeC-adeK-oprM)__(??)__,__(??)__(909.2)__(82.8)__(51.7)__(??)__,__(??)__(1.8e-272)__(1.3e-22)__(2.7e-13)__(??)__
319,China.pigfarm.SRR5976187_ctg_290229_00002,ctg_290229,2,"[2, 3]","[1, 4]",4,"RND_efflux,adeA-adeI",__(??)__(adeA-adeI)__(RND_efflux)__(??)__,__(??)__(153.0)__(915.8)__(??)__,__(??)__(5.1e-44)__(1.8e-274)__(??)__
320,China.pigfarm.SRR5976187_ctg_293716_00007,ctg_293716,2,"[7, 10]","[6, 8, 9, 11]",6,"Qnr,Qnr",__(??)__(Qnr)__(??)__(??)__(Qnr)__(??)__,__(??)__(55.3)__(??)__(??)__(27.2)__(??)__,__(??)__(3.2e-14)__(??)__(??)__(1.3e-05)__(??)__
321,China.pigfarm.SRR5976187_ctg_297251_00001,ctg_297251,2,"[1, 2]",[3],3,"MexC,RND_efflux",__(??)__(MexC)__(RND_efflux)__(??)__,__(??)__(35.9)__(816.3)__(??)__,__(??)__(1.7e-08)__(2e-244)__(??)__
322,China.pigfarm.SRR5976187_ctg_2982_00008,ctg_2982,2,"[8, 9]","[7, 10]",4,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(adeA-adeI)__(??)__,__(??)__(76.8)__(69.7)__(??)__,__(??)__(6.8e-21)__(1e-18)__(??)__
323,China.pigfarm.SRR5976187_ctg_299846_00050,ctg_299846,2,"[50, 51]","[49, 52]",4,"MexE,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(MexE)__(??)__,__(??)__(43.1)__(25.9)__(??)__,__(??)__(1.1e-10)__(1.8e-05)__(??)__
324,China.pigfarm.SRR5976187_ctg_307527_00008,ctg_307527,2,"[8, 9]","[7, 10]",4,"tet_ribosomoal_protect,tet_ribosomoal_protect",__(??)__(tet_ribosomoal_protect)__(tet_ribosomoal_protect)__(??)__,__(??)__(25.5)__(159.9)__(??)__,__(??)__(1.7e-05)__(3.6e-46)__(??)__
325,China.pigfarm.SRR5976187_ctg_30991_00005,ctg_30991,3,"[5, 6, 7]","[4, 8]",5,"MexC,RND_efflux,adeC-adeK-oprM",__(??)__(RND_efflux)__(MexC)__(adeC-adeK-oprM)__(??)__,__(??)__(753.4)__(56.3)__(45.4)__(??)__,__(??)__(1.9e-225)__(1.1e-14)__(2.3e-11)__(??)__
326,China.pigfarm.SRR5976187_ctg_310229_00002,ctg_310229,2,"[2, 3]","[1, 4]",4,"tet_ribosomoal_protect,tet_ribosomoal_protect",__(??)__(tet_ribosomoal_protect)__(tet_ribosomoal_protect)__(??)__,__(??)__(315.7)__(77.6)__(??)__,__(??)__(2.5e-93)__(3e-21)__(??)__
327,China.pigfarm.SRR5976187_ctg_311931_00002,ctg_311931,2,"[2, 3]","[1, 4]",4,"Chlor_Efflux_Pump,vanT",__(??)__(vanT)__(Chlor_Efflux_Pump)__(??)__,__(??)__(213.2)__(31.0)__(??)__,__(??)__(3.2e-62)__(6.2e-07)__(??)__
328,China.pigfarm.SRR5976187_ctg_31739_00002,ctg_31739,3,"[2, 3, 4]","[1, 5]",5,"MexH,RND_efflux,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(MexH)__(RND_efflux)__(??)__,__(??)__(71.4)__(98.9)__(908.1)__(??)__,__(??)__(2.8e-19)__(1.7e-27)__(3.8e-272)__(??)__
329,China.pigfarm.SRR5976187_ctg_318500_00002,ctg_318500,3,"[2, 3, 4]","[1, 5]",5,"RND_efflux,adeA-adeI,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(adeA-adeI)__(RND_efflux)__(??)__,__(??)__(36.9)__(92.7)__(927.3)__(??)__,__(??)__(8.5e-09)__(1e-25)__(5.8e-278)__(??)__
330,China.pigfarm.SRR5976187_ctg_32588_00001,ctg_32588,2,"[1, 2]",[3],3,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(adeA-adeI)__(??)__,__(??)__(103.5)__(62.7)__(??)__,__(??)__(5.1e-29)__(1.3e-16)__(??)__
331,China.pigfarm.SRR5976187_ctg_332228_00002,ctg_332228,2,"[2, 3]","[1, 4]",4,"ClassB,tet_ribosomoal_protect",__(??)__(tet_ribosomoal_protect)__(ClassB)__(??)__,__(??)__(144.6)__(26.1)__(??)__,__(??)__(1.5e-41)__(2.1e-05)__(??)__
332,China.pigfarm.SRR5976187_ctg_343595_00001,ctg_343595,2,"[1, 2]",[3],3,"MexH,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(MexH)__(??)__,__(??)__(57.6)__(90.9)__(??)__,__(??)__(4.3e-15)__(4.6e-25)__(??)__
333,China.pigfarm.SRR5976187_ctg_344660_00001,ctg_344660,2,"[1, 3]","[2, 4]",4,"blaI,blaR1",__(??)__(blaR1)__(??)__(blaI)__(??)__,__(??)__(20.2)__(??)__(24.2)__(??)__,__(??)__(0.00083)__(??)__(0.00012)__(??)__
334,China.pigfarm.SRR5976187_ctg_346269_00003,ctg_346269,2,"[3, 4]","[2, 5]",4,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(adeA-adeI)__(??)__,__(??)__(97.0)__(84.6)__(??)__,__(??)__(5e-27)__(3e-23)__(??)__
335,China.pigfarm.SRR5976187_ctg_349192_00026,ctg_349192,2,"[26, 27]","[25, 28]",4,"Chlor_Efflux_Pump,vanT",__(??)__(vanT)__(Chlor_Efflux_Pump)__(??)__,__(??)__(222.7)__(31.7)__(??)__,__(??)__(4.1e-65)__(3.6e-07)__(??)__
336,China.pigfarm.SRR5976187_ctg_352769_00001,ctg_352769,2,"[1, 2]",[3],3,"AAC6-II,APH3'",__(??)__(AAC6-II)__(APH3')__(??)__,__(??)__(75.1)__(43.6)__(??)__,__(??)__(2.5e-20)__(1.3e-10)__(??)__
337,China.pigfarm.SRR5976187_ctg_354672_00004,ctg_354672,2,"[4, 7]","[3, 5, 6, 8]",6,"Erm23S_rRNA_methyltrans,Erm23S_rRNA_methyltrans",__(??)__(Erm23S_rRNA_methyltrans)__(??)__(??)__(Erm23S_rRNA_methyltrans)__(??)__,__(??)__(27.1)__(??)__(??)__(188.7)__(??)__,__(??)__(9.1e-06)__(??)__(??)__(5e-55)__(??)__
338,China.pigfarm.SRR5976187_ctg_355841_00002,ctg_355841,2,"[2, 3]","[1, 4]",4,"MexH,RND_efflux",__(??)__(RND_efflux)__(MexH)__(??)__,__(??)__(709.5)__(39.9)__(??)__,__(??)__(3.7e-212)__(1.5e-09)__(??)__
